date,Block Rewards
2009-05-23,1600.0
2009-05-24,5000.0
2009-05-25,5450.0
2009-05-26,6250.0
2009-05-27,5950.0
2009-05-28,4750.0
2009-05-29,5300.0
2009-05-30,5450.0
2009-05-31,4800.0
2009-06-01,3550.0
2009-06-02,5550.0
2009-06-03,3550.0
2009-06-04,3300.0
2009-06-05,1500.0
2009-06-06,1400.0
2009-06-07,800.0
2009-06-08,4100.0
2009-06-09,4550.0
2009-06-10,4100.0
2009-06-11,4450.0
2009-06-12,4300.0
2009-06-13,3900.0
2009-06-14,3600.0
2009-06-15,4200.0
2009-06-16,3550.0
2009-06-17,3950.0
2009-06-18,4000.0
2009-06-19,4350.0
2009-06-20,3900.0
2009-06-21,4050.0
2009-06-22,3800.0
2009-06-23,3800.0
2009-06-24,4750.0
2009-06-25,3400.0
2009-06-26,4500.0
2009-06-27,4200.0
2009-06-28,2300.0
2009-06-29,4150.0
2009-06-30,4250.0
2009-07-01,3700.0
2009-07-02,4150.0
2009-07-03,4100.0
2009-07-04,4450.0
2009-07-05,3950.0
2009-07-06,4200.0
2009-07-07,3450.0
2009-07-08,3700.0
2009-07-09,4300.0
2009-07-10,4050.0
2009-07-11,4150.0
2009-07-12,3850.0
2009-07-13,3900.0
2009-07-14,3450.0
2009-07-15,2250.0
2009-07-16,3550.0
2009-07-17,2350.0
2009-07-18,200.0
2009-07-19,3500.0
2009-07-20,3500.14
2009-07-21,4100.0
2009-07-22,3000.0
2009-07-23,3800.0
2009-07-24,3650.0
2009-07-25,1600.0
2009-07-26,1050.0
2009-07-27,3700.0
2009-07-28,2050.0
2009-07-29,950.0
2009-07-30,750.0
2009-07-31,850.0
2009-08-01,1400.0
2009-08-02,1150.0
2009-08-03,600.0
2009-08-04,4050.0
2009-08-05,4350.0
2009-08-06,4500.0
2009-08-07,4000.13
2009-08-08,4000.0
2009-08-09,5050.0
2009-08-10,3750.0
2009-08-11,3500.0
2009-08-12,3150.0
2009-08-13,4250.0
2009-08-14,3150.0
2009-08-15,1300.0
2009-08-16,950.0
2009-08-17,850.0
2009-08-18,500.0
2009-08-19,900.0
2009-08-20,1100.0
2009-08-21,700.0
2009-08-22,350.0
2009-08-23,750.0
2009-08-24,750.0
2009-08-25,2500.0
2009-08-26,2400.0
2009-08-27,1450.0
2009-08-28,3750.0
2009-08-29,3900.0
2009-08-30,4850.0
2009-08-31,4300.0
2009-09-01,3900.0
2009-09-02,3300.0
2009-09-03,3050.0
2009-09-04,3200.0
2009-09-05,3800.0
2009-09-06,3400.0
2009-09-07,3900.0
2009-09-08,3450.0
2009-09-09,2700.0
2009-09-10,3350.0
2009-09-11,3350.0
2009-09-12,3450.0
2009-09-13,3750.0
2009-09-14,3700.0
2009-09-15,2200.0
2009-09-16,3600.0
2009-09-17,4200.12
2009-09-18,3900.0
2009-09-19,3700.0
2009-09-20,3900.0
2009-09-21,3450.0
2009-09-22,1250.0
2009-09-23,1800.0
2009-09-24,4850.0
2009-09-25,4550.0
2009-09-26,5000.0
2009-09-27,4350.0
2009-09-28,4250.0
2009-09-29,4400.0
2009-09-30,4250.0
2009-10-01,4100.0
2009-10-02,3600.0
2009-10-03,2900.0
2009-10-04,2650.0
2009-10-05,2750.0
2009-10-06,2150.0
2009-10-07,3000.0
2009-10-08,3500.0
2009-10-09,3950.0
2009-10-10,3850.0
2009-10-11,3700.0
2009-10-12,2900.0
2009-10-13,2850.0
2009-10-14,3450.0
2009-10-15,3550.0
2009-10-16,3000.0
2009-10-17,2850.0
2009-10-18,3700.0
2009-10-19,5600.0
2009-10-20,4750.12
2009-10-21,4000.0
2009-10-22,4500.0
2009-10-23,4450.0
2009-10-24,3100.0
2009-10-25,3800.0
2009-10-26,3550.0
2009-10-27,3200.0
2009-10-28,3300.0
2009-10-29,2300.0
2009-10-30,3000.0
2009-10-31,2300.0
2009-11-01,1250.0
2009-11-02,1650.0
2009-11-03,3100.0
2009-11-04,3150.0
2009-11-05,2850.0
2009-11-06,3100.0
2009-11-07,3450.0
2009-11-08,3650.0
2009-11-09,3200.0
2009-11-10,3900.0
2009-11-11,3200.0
2009-11-12,3300.0
2009-11-13,4000.0
2009-11-14,3950.0
2009-11-15,4800.0
2009-11-16,4850.0
2009-11-17,4600.0
2009-11-18,3950.0
2009-11-19,3500.0
2009-11-20,4300.0
2009-11-21,3650.0
2009-11-22,5300.0
2009-11-23,4800.0
2009-11-24,4650.0
2009-11-25,4500.0
2009-11-26,4200.0
2009-11-27,3700.0
2009-11-28,3550.0
2009-11-29,3000.0
2009-11-30,3750.0
2009-12-01,3650.22
2009-12-02,4700.0
2009-12-03,4400.0
2009-12-04,1800.0
2009-12-05,3200.0
2009-12-06,5150.0
2009-12-07,5600.0
2009-12-08,5250.0
2009-12-09,4800.0
2009-12-10,5200.0
2009-12-11,5600.0
2009-12-12,5500.0
2009-12-13,5700.0
2009-12-14,5100.0
2009-12-15,5500.0
2009-12-16,6800.0
2009-12-17,8450.0
2009-12-18,11250.0
2009-12-19,9900.0
2009-12-20,8750.0
2009-12-21,8750.0
2009-12-22,8100.0
2009-12-23,7700.0
2009-12-24,7700.0
2009-12-25,7450.0
2009-12-26,8700.0
2009-12-27,8350.0
2009-12-28,6850.0
2009-12-29,8550.0
2009-12-30,7050.0
2009-12-31,6900.0
2010-01-01,6600.0
2010-01-02,6300.0
2010-01-03,9300.0
2010-01-04,9050.0
2010-01-05,9900.0
2010-01-06,8150.0
2010-01-07,7700.0
2010-01-08,7650.0
2010-01-09,7550.0
2010-01-10,9500.0
2010-01-11,7950.0
2010-01-12,7950.26
2010-01-13,8200.0
2010-01-14,7150.0
2010-01-15,7050.0
2010-01-16,6250.0
2010-01-17,6550.0
2010-01-18,6250.0
2010-01-19,6200.0
2010-01-20,7900.0
2010-01-21,8750.0
2010-01-22,6650.0
2010-01-23,8000.0
2010-01-24,7700.0
2010-01-25,10550.0
2010-01-26,9750.0
2010-01-27,8200.0
2010-01-28,8850.0
2010-01-29,9850.0
2010-01-30,10500.0
2010-01-31,8250.0
2010-02-01,9200.0
2010-02-02,7250.0
2010-02-03,13500.0
2010-02-04,11450.0
2010-02-05,11150.0
2010-02-06,9600.0
2010-02-07,10850.0
2010-02-08,10000.0
2010-02-09,10350.44
2010-02-10,8400.0
2010-02-11,8450.0
2010-02-12,9150.0
2010-02-13,11600.0
2010-02-14,10400.0
2010-02-15,8800.0
2010-02-16,9750.0
2010-02-17,11950.0
2010-02-18,10400.0
2010-02-19,9600.0
2010-02-20,10400.0
2010-02-21,11150.0
2010-02-22,13000.0
2010-02-23,12500.0
2010-02-24,8550.0
2010-02-25,7700.0
2010-02-26,8600.0
2010-02-27,8600.0
2010-02-28,7800.0
2010-03-01,9750.0
2010-03-02,9400.0
2010-03-03,7600.0
2010-03-04,9250.0
2010-03-05,8550.0
2010-03-06,8850.0
2010-03-07,8950.0
2010-03-08,6250.0
2010-03-09,7300.0
2010-03-10,8100.0
2010-03-11,6650.0
2010-03-12,6050.0
2010-03-13,7650.0
2010-03-14,6250.0
2010-03-15,6750.0
2010-03-16,6300.0
2010-03-17,6800.0
2010-03-18,7000.0
2010-03-19,7650.0
2010-03-20,9600.0
2010-03-21,9150.0
2010-03-22,8950.0
2010-03-23,10350.0
2010-03-24,8550.0
2010-03-25,9350.0
2010-03-26,9850.0
2010-03-27,8900.0
2010-03-28,9300.0
2010-03-29,9750.0
2010-03-30,10750.0
2010-03-31,10450.0
2010-04-01,8400.0
2010-04-02,7800.0
2010-04-03,8050.0
2010-04-04,8550.26
2010-04-05,7650.0
2010-04-06,7950.0
2010-04-07,9650.0
2010-04-08,9150.0
2010-04-09,9450.0
2010-04-10,13000.0
2010-04-11,11150.0
2010-04-12,10150.0
2010-04-13,9450.0
2010-04-14,9000.0
2010-04-15,10800.0
2010-04-16,10100.0
2010-04-17,11050.0
2010-04-18,12250.0
2010-04-19,11600.0
2010-04-20,10250.0
2010-04-21,10950.0
2010-04-22,7950.0
2010-04-23,7500.0
2010-04-24,8400.0
2010-04-25,7900.0
2010-04-26,8200.0
2010-04-27,9000.0
2010-04-28,9000.0
2010-04-29,7350.0
2010-04-30,7200.0
2010-05-01,9150.0
2010-05-02,7750.0
2010-05-03,7950.0
2010-05-04,6800.0
2010-05-05,6850.0
2010-05-06,7450.0
2010-05-07,6600.0
2010-05-08,7700.0
2010-05-09,7150.0
2010-05-10,6400.0
2010-05-11,5550.0
2010-05-12,6350.0
2010-05-13,6400.0
2010-05-14,6156.71
2010-05-15,4552.64
2010-05-16,5650.0
2010-05-17,7150.0
2010-05-18,8400.0
2010-05-19,8200.0
2010-05-20,10150.0
2010-05-21,8800.0
2010-05-22,9750.99
2010-05-23,10550.0
2010-05-24,9400.0
2010-05-25,10500.0
2010-05-26,11150.0
2010-05-27,9600.0
2010-05-28,11150.0
2010-05-29,9200.0
2010-05-30,7450.0
2010-05-31,7100.0
2010-06-01,6750.0
2010-06-02,7350.0
2010-06-03,7600.0
2010-06-04,6250.0
2010-06-05,7250.0
2010-06-06,7400.0
2010-06-07,7850.0
2010-06-08,8000.0
2010-06-09,8400.0
2010-06-10,8000.0
2010-06-11,8400.0
2010-06-12,6750.0
2010-06-13,8600.0
2010-06-14,8050.0
2010-06-15,9200.0
2010-06-16,7100.0
2010-06-17,7300.0
2010-06-18,7500.0
2010-06-19,7500.0
2010-06-20,9250.0
2010-06-21,7700.0
2010-06-22,7800.0
2010-06-23,9350.0
2010-06-24,8450.0
2010-06-25,7500.0
2010-06-26,7950.0
2010-06-27,8900.0
2010-06-28,7600.0
2010-06-29,8450.0
2010-06-30,9101.37
2010-07-01,10550.0
2010-07-02,8350.0
2010-07-03,10600.0
2010-07-04,8300.0
2010-07-05,8950.0
2010-07-06,8450.0
2010-07-07,7800.0
2010-07-08,7550.0
2010-07-09,9950.0
2010-07-10,9900.0
2010-07-11,8950.0
2010-07-12,32950.0
2010-07-13,34600.0
2010-07-14,28900.01
2010-07-15,31200.66
2010-07-16,25250.27
2010-07-17,8650.05
2010-07-18,8600.83
2010-07-19,8700.09
2010-07-20,9050.0
2010-07-21,10350.0
2010-07-22,8800.0
2010-07-23,9700.01
2010-07-24,9450.0
2010-07-25,11552.9
2010-07-26,12151.51
2010-07-27,8300.67
2010-07-28,7951.05
2010-07-29,9000.89
2010-07-30,9100.29
2010-07-31,10150.3
2010-08-01,11950.31
2010-08-02,12100.21
2010-08-03,11350.0
2010-08-04,12150.0
2010-08-05,10900.0
2010-08-06,7350.0
2010-08-07,7752.31
2010-08-08,9950.0
2010-08-09,9504.32
2010-08-10,9550.0
2010-08-11,11650.0
2010-08-12,10850.0
2010-08-13,10750.0
2010-08-14,14050.0
2010-08-15,10350.0
2010-08-16,7350.67
2010-08-17,6450.0
2010-08-18,6651.56
2010-08-19,6750.0
2010-08-20,9650.0
2010-08-21,8650.0
2010-08-22,10600.0
2010-08-23,10650.0
2010-08-24,10750.8
2010-08-25,10800.0
2010-08-26,10500.0
2010-08-27,8550.0
2010-08-28,8500.0000011
2010-08-29,8100.23
2010-08-30,7450.36
2010-08-31,9200.2000003
2010-09-01,7850.0800002
2010-09-02,7800.0
2010-09-03,8200.0
2010-09-04,9050.0
2010-09-05,8250.01
2010-09-06,7900.0000001
2010-09-07,8000.0
2010-09-08,8250.0000002
2010-09-09,6750.1100001
2010-09-10,8850.0000001
2010-09-11,8000.0
2010-09-12,8850.15
2010-09-13,8550.0000001
2010-09-14,10150.00960352
2010-09-15,8450.0
2010-09-16,10950.0
2010-09-17,10400.0
2010-09-18,11850.18
2010-09-19,10450.0
2010-09-20,10150.0
2010-09-21,8600.0000001
2010-09-22,8700.0
2010-09-23,11700.0
2010-09-24,11400.0
2010-09-25,10350.0
2010-09-26,10250.0
2010-09-27,11450.02
2010-09-28,10601.44
2010-09-29,8200.0
2010-09-30,7300.0
2010-10-01,7700.56
2010-10-02,5000.00776813
2010-10-03,6100.00776625
2010-10-04,7650.00000099
2010-10-05,6300.0
2010-10-06,8550.00000109
2010-10-07,8000.0
2010-10-08,7700.0
2010-10-09,7900.0
2010-10-10,8900.0
2010-10-11,7950.00000109
2010-10-12,7750.0
2010-10-13,8800.35
2010-10-14,10250.0
2010-10-15,8850.0
2010-10-16,12900.0
2010-10-17,13500.0
2010-10-18,12450.02
2010-10-19,12800.0
2010-10-20,13200.0
2010-10-21,9300.00776615
2010-10-22,7700.0
2010-10-23,8750.05
2010-10-24,10250.0
2010-10-25,10150.0
2010-10-26,12050.0
2010-10-27,10650.0
2010-10-28,10950.0
2010-10-29,11150.0
2010-10-30,12600.0
2010-10-31,8950.0
2010-11-01,8850.0
2010-11-02,8800.0
2010-11-03,9500.0
2010-11-04,10050.0
2010-11-05,10950.0
2010-11-06,10900.0
2010-11-07,12050.0
2010-11-08,13750.83
2010-11-09,10850.0
2010-11-10,10150.0
2010-11-11,10950.0
2010-11-12,8450.0
2010-11-13,11150.0
2010-11-14,12800.0
2010-11-15,10000.48
2010-11-16,9850.0
2010-11-17,12350.0
2010-11-18,12850.0
2010-11-19,7500.08
2010-11-20,5801.0
2010-11-21,7001.04
2010-11-22,8150.56
2010-11-23,7000.48
2010-11-24,8850.19
2010-11-25,9050.0
2010-11-26,9700.37
2010-11-27,9000.02
2010-11-28,8600.0
2010-11-29,10450.03
2010-11-30,10100.01
2010-12-01,9400.04
2010-12-02,9400.06
2010-12-03,9450.01
2010-12-04,11450.01090727
2010-12-05,11950.03
2010-12-06,12050.04518713
2010-12-07,11950.08214637
2010-12-08,11900.04
2010-12-09,11150.03727261
2010-12-10,7350.07
2010-12-11,8750.11724798
2010-12-12,8550.14857412
2010-12-13,7050.31147648
2010-12-14,8550.04892339
2010-12-15,9800.06743052
2010-12-16,8650.10356946
2010-12-17,8300.23443294
2010-12-18,8050.06653564
2010-12-19,9200.11564519
2010-12-20,7950.06699317
2010-12-21,9750.11
2010-12-22,7900.17743052
2010-12-23,7250.06
2010-12-24,7400.07829328
2010-12-25,8400.06743052
2010-12-26,7250.09564519
2010-12-27,8300.07664517
2010-12-28,8450.10339267
2010-12-29,8250.13574567
2010-12-30,8450.09238552
2010-12-31,8100.02335061
2011-01-01,9050.08915258
2011-01-02,8750.08767732
2011-01-03,7800.72825402
2011-01-04,7050.03129091
2011-01-05,7700.09287614
2011-01-06,7050.08308601
2011-01-07,8200.05352512
2011-01-08,8500.01765433
2011-01-09,8150.14
2011-01-10,8100.06884469
2011-01-11,8600.04152517
2011-01-12,8350.2906039
2011-01-13,9400.02493887
2011-01-14,9050.06493887
2011-01-15,7850.10493887
2011-01-16,8700.0862786
2011-01-17,9050.1580748
2011-01-18,7050.03768351
2011-01-19,8450.05
2011-01-20,9300.11736667
2011-01-21,8700.05048576
2011-01-22,8250.46923415
2011-01-23,8500.35905919
2011-01-24,9400.23
2011-01-25,7800.12905919
2011-01-26,9000.11
2011-01-27,8000.59
2011-01-28,7900.06
2011-01-29,8050.44195608
2011-01-30,7802.82108788
2011-01-31,8500.76
2011-02-01,8200.79108788
2011-02-02,7900.05
2011-02-03,8000.16818974
2011-02-04,9700.12359852
2011-02-05,8950.15826263
2011-02-06,8850.12112588
2011-02-07,10150.31547204
2011-02-08,8400.17736992
2011-02-09,9600.06551728
2011-02-10,9300.87294408
2011-02-11,9300.49910687
2011-02-12,9800.74186934
2011-02-13,9900.24
2011-02-14,9802.74
2011-02-15,11250.24346193
2011-02-16,11600.59
2011-02-17,11550.12346193
2011-02-18,10600.53
2011-02-19,8050.54
2011-02-20,9900.2
2011-02-21,9700.41
2011-02-22,10550.24546822
2011-02-23,12150.37785377
2011-02-24,10350.16769472
2011-02-25,11250.41097152
2011-02-26,13800.56049575
2011-02-27,12201.08
2011-02-28,7500.51785377
2011-03-01,6500.42215377
2011-03-02,8400.3925
2011-03-03,9307.0669
2011-03-04,11050.7207
2011-03-05,13852.40320002
2011-03-06,13705.2015
2011-03-07,10555.97707488
2011-03-08,9353.93000002
2011-03-09,8003.24779297
2011-03-10,5502.22833744
2011-03-11,6506.58222915
2011-03-12,7001.54693618
2011-03-13,5851.75539295
2011-03-14,5601.77642325
2011-03-15,5601.83019999
2011-03-16,6801.81
2011-03-17,7051.38939294
2011-03-18,6001.35139999
2011-03-19,5751.21779295
2011-03-20,6852.4870787
2011-03-21,7408.66789295
2011-03-22,5960.5302
2011-03-23,7868.0735627
2011-03-24,7608.27023194
2011-03-25,8655.1827
2011-03-26,6904.5301
2011-03-27,7156.3202327
2011-03-28,8404.41
2011-03-29,8153.42010001
2011-03-30,7804.1309
2011-03-31,10053.92
2011-04-01,8803.4
2011-04-02,9002.74040002
2011-04-03,8754.2491133
2011-04-04,8905.67785472
2011-04-05,9705.2708
2011-04-06,7404.89030001
2011-04-07,7352.9902
2011-04-08,8304.1201
2011-04-09,7804.21
2011-04-10,8655.25368921
2011-04-11,8154.36709964
2011-04-12,8154.69552894
2011-04-13,9704.06059999
2011-04-14,8014.2031
2011-04-15,6802.50004348
2011-04-16,8653.66088576
2011-04-17,9002.1625
2011-04-18,7403.27520399
2011-04-19,7705.65128213
2011-04-20,7207.14490659
2011-04-21,7353.3737338
2011-04-22,8805.29
2011-04-23,8605.2712
2011-04-24,8106.65212226
2011-04-25,9608.71326592
2011-04-26,9755.11887739
2011-04-27,9159.21167893
2011-04-28,8206.6305
2011-04-29,10007.42157689
2011-04-30,9460.33932272
2011-05-01,8961.33184732
2011-05-02,9854.81371355
2011-05-03,9804.81618089
2011-05-04,9856.36378725
2011-05-05,10959.49085224
2011-05-06,10907.58751661
2011-05-07,10706.65502296
2011-05-08,10957.42987117
2011-05-09,11960.88841447
2011-05-10,9158.16121563
2011-05-11,9557.99288502
2011-05-12,8457.23333412
2011-05-13,10361.54072268
2011-05-14,12114.5062688
2011-05-15,11014.89642967
2011-05-16,12364.6451212
2011-05-17,12863.78504578
2011-05-18,14419.64344119
2011-05-19,8566.22203741
2011-05-20,11017.44287894
2011-05-21,11021.09099033
2011-05-22,12618.82072222
2011-05-23,14317.89042548
2011-05-24,14971.10884931
2011-05-25,15370.84249128
2011-05-26,14821.20593701
2011-05-27,8363.83792316
2011-05-28,7763.95017832
2011-05-29,9013.79916359
2011-05-30,7718.69512439
2011-05-31,7519.95330875
2011-06-01,9424.09437364
2011-06-02,9523.67861874
2011-06-03,10126.26233617
2011-06-04,11232.17970115
2011-06-05,10423.68250492
2011-06-06,11679.30295222
2011-06-07,8529.07019952
2011-06-08,9294.39330716
2011-06-09,11143.33116344
2011-06-10,11188.40760005
2011-06-11,12635.3582706
2011-06-12,11694.3103694
2011-06-13,11386.54969249
2011-06-14,12386.22552882
2011-06-15,13990.07210388
2011-06-16,9031.88585283
2011-06-17,9330.92216766
2011-06-18,9878.33145981
2011-06-19,11175.89261141
2011-06-20,11720.2764328
2011-06-21,12667.89533531
2011-06-22,13017.71723129
2011-06-23,12014.54556958
2011-06-24,10816.40096242
2011-06-25,7173.41617735
2011-06-26,7475.25259969
2011-06-27,8476.52695141
2011-06-28,8019.84870564
2011-06-29,8619.98040622
2011-06-30,9567.700014
2011-07-01,8668.66566795
2011-07-02,8464.73519868
2011-07-03,8263.34786788
2011-07-04,8516.00174485
2011-07-05,6968.80583735
2011-07-06,7867.00709649
2011-07-07,6564.01481972
2011-07-08,8263.22525411
2011-07-09,7462.97080973
2011-07-10,6862.51029136
2011-07-11,7864.86748074
2011-07-12,7062.78697604
2011-07-13,9564.94299643
2011-07-14,7213.39252803
2011-07-15,8116.29588524
2011-07-16,7861.1504469
2011-07-17,8512.13235639
2011-07-18,8512.93738114
2011-07-19,7114.84897984
2011-07-20,7460.57322296
2011-07-21,7609.00174475
2011-07-22,7563.54095816
2011-07-23,7307.70811859
2011-07-24,8310.20384419
2011-07-25,8262.10683379
2011-07-26,8807.83379577
2011-07-27,8708.88988639
2011-07-28,7757.53972477
2011-07-29,8207.11432307
2011-07-30,7605.71270055
2011-07-31,8756.80016221
2011-08-01,8257.69590762
2011-08-02,7707.42971882
2011-08-03,7858.19534382
2011-08-04,6457.77788215
2011-08-05,7006.37744951
2011-08-06,6124.09643181
2011-08-07,6306.53899155
2011-08-08,6807.94504845
2011-08-09,7311.68800022
2011-08-10,7610.74649911
2011-08-11,6857.11131223
2011-08-12,6556.08149005
2011-08-13,6506.89250462
2011-08-14,6610.31653556
2011-08-15,6459.74393646
2011-08-16,7359.93047003
2011-08-17,6806.74044315
2011-08-18,7205.91856628
2011-08-19,6557.7670445
2011-08-20,7605.41691304
2011-08-21,8005.68728636
2011-08-22,8457.55144943
2011-08-23,7756.96478529
2011-08-24,6708.69528835
2011-08-25,6755.9971543
2011-08-26,7354.68880866
2011-08-27,6105.02820664
2011-08-28,5804.51282409
2011-08-29,6905.35429164
2011-08-30,7309.82284288
2011-08-31,7755.91458926
2011-09-01,6455.61094361
2011-09-02,7806.83590736
2011-09-03,7253.82927997
2011-09-04,6709.87229329
2011-09-05,7807.1708289
2011-09-06,7556.52405064
2011-09-07,6808.13899549
2011-09-08,6454.66847138
2011-09-09,7707.67312696
2011-09-10,6655.36476482
2011-09-11,6255.09702161
2011-09-12,6655.37417472
2011-09-13,7104.15771892
2011-09-14,7303.78071682
2011-09-15,7807.32051008
2011-09-16,5954.96831626
2011-09-17,6705.15724892
2011-09-18,7905.37796247
2011-09-19,6355.92737413
2011-09-20,7006.56952256
2011-09-21,7305.17605015
2011-09-22,7403.78408626
2011-09-23,6654.229413
2011-09-24,6456.71538477
2011-09-25,6853.36760959
2011-09-26,6702.94068583
2011-09-27,6654.67819858
2011-09-28,7354.379026
2011-09-29,6253.40420567
2011-09-30,6103.60740812
2011-10-01,7153.64170627
2011-10-02,6053.17980555
2011-10-03,7259.04096463
2011-10-04,5603.67361125
2011-10-05,7253.96348448
2011-10-06,6408.08896045
2011-10-07,6904.29311937
2011-10-08,5953.31460839
2011-10-09,6352.93826347
2011-10-10,6153.34552432
2011-10-11,4655.23729813
2011-10-12,6004.62867518
2011-10-13,4854.15961153
2011-10-14,6953.40803011
2011-10-15,6703.37524119
2011-10-16,5953.20900548
2011-10-17,5904.29614349
2011-10-18,6002.90288072
2011-10-19,6653.26182986
2011-10-20,5756.01146197
2011-10-21,6052.67678376
2011-10-22,4902.81398947
2011-10-23,5403.12097763
2011-10-24,6353.48844221
2011-10-25,6452.74079235
2011-10-26,5853.08756534
2011-10-27,5002.6844951
2011-10-28,5253.04376757
2011-10-29,5653.47376641
2011-10-30,5553.28358643
2011-10-31,6553.1218532
2011-11-01,7504.90302985
2011-11-02,7703.29867938
2011-11-03,6252.90902778
2011-11-04,7353.14947335
2011-11-05,7303.62211848
2011-11-06,7202.36602429
2011-11-07,6603.48022274
2011-11-08,7454.16780068
2011-11-09,8053.28183143
2011-11-10,7053.33778992
2011-11-11,5952.09090012
2011-11-12,7152.47113317
2011-11-13,7202.84207788
2011-11-14,7152.75307178
2011-11-15,8252.88289742
2011-11-16,6753.76975825
2011-11-17,6952.84779587
2011-11-18,6653.35692678
2011-11-19,6153.1302203
2011-11-20,7153.9353639
2011-11-21,5902.77203285
2011-11-22,7002.95829998
2011-11-23,6703.51238566
2011-11-24,5653.99912116
2011-11-25,6754.2864208
2011-11-26,6002.83428324
2011-11-27,5702.55055237
2011-11-28,6353.04346641
2011-11-29,6904.38064219
2011-11-30,8103.6548132
2011-12-01,9104.48500523
2011-12-02,7304.59537048
2011-12-03,7604.65336537
2011-12-04,6802.84299205
2011-12-05,7903.00216604
2011-12-06,8554.24956871
2011-12-07,6903.86961131
2011-12-08,8202.73893984
2011-12-09,7353.0104452
2011-12-10,7202.88798269
2011-12-11,7820.2034227
2011-12-12,6527.32322513
2011-12-13,6604.05414175
2011-12-14,7653.86264306
2011-12-15,5607.82976711
2011-12-16,5902.70176401
2011-12-17,7503.61587343
2011-12-18,7203.10125952
2011-12-19,7954.15730356
2011-12-20,6705.90673522
2011-12-21,7454.26075206
2011-12-22,7403.45347236
2011-12-23,7102.65278626
2011-12-24,7252.24582386
2011-12-25,8702.92534449
2011-12-26,8853.25628134
2011-12-27,7252.99677875
2011-12-28,7753.14922344
2011-12-29,6904.15995739
2011-12-30,7103.33845198
2011-12-31,7553.94540785
2012-01-01,7653.55428136
2012-01-02,7555.55312158
2012-01-03,7955.35215755
2012-01-04,7464.19587733
2012-01-05,7355.69832762
2012-01-06,8556.48923847
2012-01-07,9204.47999358
2012-01-08,8153.72339797
2012-01-09,8206.36959413
2012-01-10,7054.89613037
